Date,equity_Price,equity_Volume,equity_Returns,equity_SMA_10,Inflation,Interest_Rate,USD_Index,Sentiment,multi_asset_Oil,multi_asset_Gold,multi_asset_Bonds,multi_asset_Oil_Returns,multi_asset_Gold_Returns,oil_Price,oil_Volume,oil_Returns,oil_Volatility
2020-01-01,100.8773015860986,14382,-0.0105908342034186,101.43779077620889,1.4363606676241552,3.838429771097013,100.33241937229224,-0.5643318697251265,60.29876989369723,1465.5641264561375,100.61963450658882,-0.0013826430117117,-0.0183584031766454,60.29876989369723,2897,-0.0013826430117117,0.0077752532139112
2020-01-02,99.81456438042828,6244,-0.0105908342034186,101.43779077620889,2.28594107502746,3.292492995857604,98.12119556399504,0.8149982656430292,60.21545583096484,1438.9041751734774,102.11231833684673,-0.0013826430117117,-0.0183584031766454,60.21545583096484,6751,-0.0013826430117117,0.0077752532139112
2020-01-03,100.49618200473472,12069,0.0068056284293749,101.43779077620889,2.664148720557542,3.5507578975547345,99.47349058533722,0.9386793419924996,60.606730188299146,1464.9863030584688,102.30347950350632,0.006476885381007,0.0179640585515965,60.606730188299146,6150,0.006476885381007,0.0077752532139112
2020-01-04,101.04417212526542,12893,0.0054380322326491,101.43779077620889,3.2602433857338475,3.308147670830761,103.16491053796976,-0.9338478870738184,61.53685383510561,1465.2297366842697,103.14493891802896,0.0152302985640801,0.0001661540467043,61.53685383510561,2697,0.0152302985640801,0.0077752532139112
2020-01-05,102.25540487822596,9408,0.011915883963151,101.43779077620889,2.524779976036132,2.3225147435575133,97.93723001326951,0.8280268049632287,61.3929317800843,1448.825021522235,103.18904709494402,-0.0023415337472332,-0.0112591490708805,61.3929317800843,6885,-0.0023415337472332,0.0077752532139112
2020-01-06,101.52723441065544,6930,-0.007146571163198,101.43779077620889,2.180703230585968,3.414692301709052,99.51924879611714,0.7023886820282503,61.24935638495322,1458.7500432450358,102.5823793450718,-0.0023413695694919,0.0068270363108929,61.24935638495322,2665,-0.0023413695694919,0.0077752532139112
2020-01-07,101.93897418751808,7518,0.0040472601493371,101.43779077620889,2.1375109093986007,3.059984723730716,100.54597652795796,0.0324239023652976,62.22429196257156,1470.0706595027218,103.68150268923874,0.0157921281550739,0.0077305330604599,62.22429196257156,9951,0.0157921281550739,0.0077752532139112
2020-01-08,102.0630925253024,18442,0.001216834271332,101.43779077620889,2.7760508347548942,3.99848293521352,100.9308834085781,-0.0326235242262293,62.70365985418256,1450.6092068796447,102.41353548288714,0.0076743472915289,-0.0133268564514774,62.70365985418256,2785,0.0076743472915289,0.0077752532139112
2020-01-09,102.19020612867573,5047,0.0012446665059637,101.43779077620889,1.8567815037873356,2.280364071218907,98.27051838150469,-0.2260148737606009,62.4099721657806,1442.900259414845,102.37635872389323,-0.0046947438593496,-0.0053284537646958,62.4099721657806,6948,-0.0046947438593496,0.0077752532139112
2020-01-10,102.17077553518428,5133,-0.000190159524502,101.43779077620889,2.397951273075652,2.433926891923213,99.6434082922787,0.3068293734204355,62.7495039870606,1455.599168837169,101.79593360643436,0.0054256004358595,0.0087624586370572,62.7495039870606,3607,0.0054256004358595,0.0077752532139112
